name,id,type,highway,name_en,coordinates
Σπάρτης,386667361,way,primary,Σπάρτης,"[{'lat': 37.5034781, 'lon': 22.3769761}, {'lat': 37.5039196, 'lon': 22.3767884}, {'lat': 37.5041392, 'lon': 22.3766951}, {'lat': 37.5017405, 'lon': 22.3776161}, {'lat': 37.5019542, 'lon': 22.3775545}, {'lat': 37.5023999, 'lon': 22.3773882}, {'lat': 37.5028404, 'lon': 22.3772219}, {'lat': 37.5034781, 'lon': 22.3769761}, {'lat': 37.5044214, 'lon': 22.3764849}, {'lat': 37.5042747, 'lon': 22.376544}, {'lat': 37.5040429, 'lon': 22.3766406}, {'lat': 37.4968896, 'lon': 22.3788446}, {'lat': 37.4972034, 'lon': 22.3787833}, {'lat': 37.4974222, 'lon': 22.3787406}, {'lat': 37.4975713, 'lon': 22.3787115}, {'lat': 37.4976227, 'lon': 22.3787015}, {'lat': 37.4980263, 'lon': 22.3786161}, {'lat': 37.4981087, 'lon': 22.3785987}, {'lat': 37.4981087, 'lon': 22.3785987}, {'lat': 37.4984824, 'lon': 22.378559}, {'lat': 37.4989059, 'lon': 22.3784557}, {'lat': 37.4989165, 'lon': 22.3783497}, {'lat': 37.4984782, 'lon': 22.3784383}, {'lat': 37.4981087, 'lon': 22.3785987}, {'lat': 37.5040429, 'lon': 22.3766406}, {'lat': 37.5034562, 'lon': 22.3768818}, {'lat': 37.4989059, 'lon': 22.3784557}, {'lat': 37.4994996, 'lon': 22.3783229}, {'lat': 37.4995843, 'lon': 22.378303}, {'lat': 37.5000082, 'lon': 22.3782036}, {'lat': 37.5003338, 'lon': 22.3781271}, {'lat': 37.5005455, 'lon': 22.3780467}, {'lat': 37.5008806, 'lon': 22.3779353}, {'lat': 37.5012807, 'lon': 22.3777851}, {'lat': 37.5017405, 'lon': 22.3776161}, {'lat': 37.5041392, 'lon': 22.3766951}, {'lat': 37.5043247, 'lon': 22.3766162}, {'lat': 37.5043646, 'lon': 22.3765993}, {'lat': 37.5044632, 'lon': 22.3765574}, {'lat': 37.5017207, 'lon': 22.3775295}, {'lat': 37.5011264, 'lon': 22.3777315}, {'lat': 37.5005423, 'lon': 22.3779447}, {'lat': 37.5002944, 'lon': 22.3780198}, {'lat': 37.5000667, 'lon': 22.3780775}, {'lat': 37.4998486, 'lon': 22.3781325}, {'lat': 37.4993496, 'lon': 22.3782559}, {'lat': 37.4989165, 'lon': 22.3783497}, {'lat': 37.5034562, 'lon': 22.3768818}, {'lat': 37.5029156, 'lon': 22.377095}, {'lat': 37.5023786, 'lon': 22.3772925}, {'lat': 37.5017207, 'lon': 22.3775295}]"
Σπετσερόπουλου,384981950,way,secondary,Σπετσερόπουλου,"[{'lat': 37.5118874, 'lon': 22.3726049}, {'lat': 37.5119108, 'lon': 22.372632}, {'lat': 37.511917, 'lon': 22.3726364}, {'lat': 37.511922, 'lon': 22.3726389}, {'lat': 37.5119301, 'lon': 22.3726404}, {'lat': 37.5119409, 'lon': 22.3726402}, {'lat': 37.5119518, 'lon': 22.3726382}, {'lat': 37.511965, 'lon': 22.372634}, {'lat': 37.5120382, 'lon': 22.3725994}, {'lat': 37.5123231, 'lon': 22.3724508}, {'lat': 37.5123398, 'lon': 22.3724409}, {'lat': 37.512612, 'lon': 22.3722799}, {'lat': 37.5126896, 'lon': 22.3722464}, {'lat': 37.5127811, 'lon': 22.3722289}, {'lat': 37.5130077, 'lon': 22.3722263}, {'lat': 37.5133811, 'lon': 22.3722222}, {'lat': 37.5135109, 'lon': 22.3722115}, {'lat': 37.5135813, 'lon': 22.3722236}]"
Σπετσών,377454792,way,residential,Σπετσών,"[{'lat': 37.5135805, 'lon': 22.3659009}, {'lat': 37.5133523, 'lon': 22.3658148}, {'lat': 37.5133013, 'lon': 22.3657746}, {'lat': 37.5132992, 'lon': 22.3657397}, {'lat': 37.5133545, 'lon': 22.365611}]"
Σπηλιοπούλου,102253621,way,residential,Σπηλιοπούλου,"[{'lat': 37.5087037, 'lon': 22.3732835}, {'lat': 37.508761, 'lon': 22.373706}, {'lat': 37.5087781, 'lon': 22.373836}, {'lat': 37.5088497, 'lon': 22.374356}, {'lat': 37.5089177, 'lon': 22.3748858}]"
Στάϊκου,31532642,way,residential,Στάϊκου,"[{'lat': 37.5142026, 'lon': 22.3693841}, {'lat': 37.5140355, 'lon': 22.3693256}, {'lat': 37.5139312, 'lon': 22.3692901}, {'lat': 37.5136279, 'lon': 22.369185}, {'lat': 37.5131557, 'lon': 22.3690467}, {'lat': 37.5128842, 'lon': 22.3689613}, {'lat': 37.5127505, 'lon': 22.3689133}, {'lat': 37.5126759, 'lon': 22.3688895}, {'lat': 37.5122348, 'lon': 22.3687274}]"
Σταματίου Βούλγαρη,31533107,way,residential,Σταματίου Βούλγαρη,"[{'lat': 37.5018371, 'lon': 22.3884603}, {'lat': 37.5018818, 'lon': 22.3882793}, {'lat': 37.501902, 'lon': 22.388176}, {'lat': 37.5019116, 'lon': 22.388058}, {'lat': 37.5019265, 'lon': 22.387991}, {'lat': 37.5019584, 'lon': 22.3878729}, {'lat': 37.5020414, 'lon': 22.3876631}, {'lat': 37.5021354, 'lon': 22.3874177}, {'lat': 37.5022174, 'lon': 22.3872145}, {'lat': 37.5023159, 'lon': 22.387018}, {'lat': 37.5023702, 'lon': 22.3869107}, {'lat': 37.5024285, 'lon': 22.3868081}, {'lat': 37.5024579, 'lon': 22.3867317}, {'lat': 37.5024666, 'lon': 22.3866788}, {'lat': 37.5024686, 'lon': 22.3866297}, {'lat': 37.5024654, 'lon': 22.386566}, {'lat': 37.5024265, 'lon': 22.3862448}, {'lat': 37.5023787, 'lon': 22.3859458}, {'lat': 37.5023563, 'lon': 22.3858827}, {'lat': 37.5023058, 'lon': 22.385821}, {'lat': 37.5022643, 'lon': 22.3857533}, {'lat': 37.5022478, 'lon': 22.3857104}, {'lat': 37.5021691, 'lon': 22.385176}, {'lat': 37.5021584, 'lon': 22.385074}, {'lat': 37.502151, 'lon': 22.3850016}, {'lat': 37.5021297, 'lon': 22.3849078}, {'lat': 37.5020978, 'lon': 22.3848045}, {'lat': 37.5019701, 'lon': 22.3843445}, {'lat': 37.5019595, 'lon': 22.3842747}, {'lat': 37.5019584, 'lon': 22.384209}, {'lat': 37.5019669, 'lon': 22.3841541}, {'lat': 37.5019988, 'lon': 22.3841071}, {'lat': 37.5020329, 'lon': 22.3840789}, {'lat': 37.5024446, 'lon': 22.3839033}, {'lat': 37.50275, 'lon': 22.3838}, {'lat': 37.5027803, 'lon': 22.3837906}, {'lat': 37.5030586, 'lon': 22.3837046}, {'lat': 37.503384, 'lon': 22.3835458}, {'lat': 37.5036096, 'lon': 22.3834245}, {'lat': 37.5037032, 'lon': 22.3833637}, {'lat': 37.5037107, 'lon': 22.3833588}, {'lat': 37.5038831, 'lon': 22.3832475}, {'lat': 37.5041167, 'lon': 22.3830975}, {'lat': 37.5042235, 'lon': 22.3830289}, {'lat': 37.5045012, 'lon': 22.3828076}, {'lat': 37.5045948, 'lon': 22.3827285}, {'lat': 37.5046757, 'lon': 22.3826534}, {'lat': 37.5048023, 'lon': 22.3825005}, {'lat': 37.5050491, 'lon': 22.3823047}, {'lat': 37.5054535, 'lon': 22.3820655}, {'lat': 37.5057247, 'lon': 22.381897}, {'lat': 37.5059351, 'lon': 22.3817862}, {'lat': 37.5060992, 'lon': 22.3816998}, {'lat': 37.5062555, 'lon': 22.3816422}, {'lat': 37.5063715, 'lon': 22.38161}, {'lat': 37.5064439, 'lon': 22.3816019}, {'lat': 37.5067016, 'lon': 22.3816132}, {'lat': 37.5067878, 'lon': 22.3816258}, {'lat': 37.5068354, 'lon': 22.3816395}, {'lat': 37.50687, 'lon': 22.3816612}, {'lat': 37.5069109, 'lon': 22.3816931}, {'lat': 37.5069422, 'lon': 22.3817345}, {'lat': 37.5069641, 'lon': 22.3817709}, {'lat': 37.5069928, 'lon': 22.3818554}, {'lat': 37.507013, 'lon': 22.38196}, {'lat': 37.5071121, 'lon': 22.381625}, {'lat': 37.5073032, 'lon': 22.3816581}, {'lat': 37.5073032, 'lon': 22.3816581}, {'lat': 37.5076818, 'lon': 22.3817188}, {'lat': 37.5077352, 'lon': 22.3817274}, {'lat': 37.5078293, 'lon': 22.3817425}, {'lat': 37.5079621, 'lon': 22.3817613}, {'lat': 37.5080192, 'lon': 22.3817718}, {'lat': 37.5080799, 'lon': 22.3817833}, {'lat': 37.5081148, 'lon': 22.3817924}, {'lat': 37.5081761, 'lon': 22.3818109}, {'lat': 37.5082389, 'lon': 22.3818334}, {'lat': 37.5082833, 'lon': 22.3818497}, {'lat': 37.5083339, 'lon': 22.38187}, {'lat': 37.508449, 'lon': 22.3819159}, {'lat': 37.508575, 'lon': 22.3819625}, {'lat': 37.5087016, 'lon': 22.38201}, {'lat': 37.5087647, 'lon': 22.382034}, {'lat': 37.5087953, 'lon': 22.3820425}, {'lat': 37.5088167, 'lon': 22.3820428}, {'lat': 37.50884, 'lon': 22.3820371}, {'lat': 37.508874, 'lon': 22.3820157}, {'lat': 37.5089078, 'lon': 22.3819868}]"
Στενό - Νεοχώρι,31532114,way,secondary,Στενό - Νεοχώρι,"[{'lat': 37.4952936, 'lon': 22.4522942}, {'lat': 37.4954894, 'lon': 22.4523411}, {'lat': 37.4955979, 'lon': 22.4523653}, {'lat': 37.4957564, 'lon': 22.4523867}, {'lat': 37.4959022, 'lon': 22.4524042}, {'lat': 37.4960022, 'lon': 22.4523962}, {'lat': 37.4961416, 'lon': 22.452376}, {'lat': 37.4962523, 'lon': 22.4523371}, {'lat': 37.4963597, 'lon': 22.4522928}, {'lat': 37.4964513, 'lon': 22.4522352}, {'lat': 37.4965448, 'lon': 22.4521494}, {'lat': 37.4966843, 'lon': 22.4520059}, {'lat': 37.4968465, 'lon': 22.4518201}, {'lat': 37.4969981, 'lon': 22.4516237}, {'lat': 37.4971429, 'lon': 22.4514185}, {'lat': 37.4972876, 'lon': 22.4511985}, {'lat': 37.4974578, 'lon': 22.4509437}, {'lat': 37.4975834, 'lon': 22.4507734}, {'lat': 37.4977334, 'lon': 22.4506111}, {'lat': 37.497893, 'lon': 22.450473}, {'lat': 37.4980739, 'lon': 22.4503268}, {'lat': 37.4982792, 'lon': 22.4502034}, {'lat': 37.4985378, 'lon': 22.4500881}, {'lat': 37.4987357, 'lon': 22.4500063}, {'lat': 37.4989782, 'lon': 22.4499151}, {'lat': 37.4991315, 'lon': 22.4498829}, {'lat': 37.49924, 'lon': 22.4498789}, {'lat': 37.4993645, 'lon': 22.449891}, {'lat': 37.4994592, 'lon': 22.449903}, {'lat': 37.4995496, 'lon': 22.4499553}, {'lat': 37.4996358, 'lon': 22.4500398}, {'lat': 37.499805, 'lon': 22.450296}, {'lat': 37.4999199, 'lon': 22.4504529}, {'lat': 37.500039, 'lon': 22.4505562}, {'lat': 37.500172, 'lon': 22.4506286}, {'lat': 37.5003135, 'lon': 22.4506795}, {'lat': 37.5005242, 'lon': 22.4507385}, {'lat': 37.5008828, 'lon': 22.450811}, {'lat': 37.50107, 'lon': 22.4508458}, {'lat': 37.501203, 'lon': 22.4508874}, {'lat': 37.5013105, 'lon': 22.4509437}, {'lat': 37.5015222, 'lon': 22.4510752}, {'lat': 37.5016743, 'lon': 22.4511556}, {'lat': 37.5018212, 'lon': 22.4512093}, {'lat': 37.5020127, 'lon': 22.4512576}, {'lat': 37.5021352, 'lon': 22.4512811}, {'lat': 37.5024244, 'lon': 22.4513367}, {'lat': 37.5028479, 'lon': 22.4514252}, {'lat': 37.5033681, 'lon': 22.4515204}, {'lat': 37.5035543, 'lon': 22.4515539}, {'lat': 37.5036006, 'lon': 22.4515595}, {'lat': 37.503699, 'lon': 22.4515687}, {'lat': 37.503932, 'lon': 22.4515888}, {'lat': 37.5041639, 'lon': 22.451617}, {'lat': 37.5044033, 'lon': 22.4516773}, {'lat': 37.5051065, 'lon': 22.4519455}, {'lat': 37.5055385, 'lon': 22.4520864}, {'lat': 37.5058045, 'lon': 22.4522004}, {'lat': 37.5062236, 'lon': 22.4523854}, {'lat': 37.5067162, 'lon': 22.4525852}, {'lat': 37.5069141, 'lon': 22.4526469}, {'lat': 37.5070822, 'lon': 22.4526992}, {'lat': 37.5072269, 'lon': 22.4527676}, {'lat': 37.5073747, 'lon': 22.4528454}, {'lat': 37.5074843, 'lon': 22.4529085}, {'lat': 37.5075471, 'lon': 22.4529299}, {'lat': 37.5076035, 'lon': 22.452938}, {'lat': 37.5076577, 'lon': 22.4529353}, {'lat': 37.5083233, 'lon': 22.4528383}, {'lat': 37.5084517, 'lon': 22.4528196}]"
Στεφάνου Ρολογά,215617975,way,residential,Στεφάνου Ρολογά,"[{'lat': 37.5027573, 'lon': 22.3644851}, {'lat': 37.5028717, 'lon': 22.3643266}, {'lat': 37.5029063, 'lon': 22.3642828}, {'lat': 37.5032604, 'lon': 22.3638695}]"
Στεφάνου Ρολογά & Σκορδάκου,782415967,way,residential,Στεφάνου Ρολογά & Σκορδάκου,"[{'lat': 37.5027573, 'lon': 22.3644851}, {'lat': 37.5022027, 'lon': 22.3651309}, {'lat': 37.502084, 'lon': 22.3652911}, {'lat': 37.5019633, 'lon': 22.3654488}, {'lat': 37.5016579, 'lon': 22.3658478}, {'lat': 37.5011613, 'lon': 22.3664968}, {'lat': 37.5011199, 'lon': 22.366439}, {'lat': 37.5011414, 'lon': 22.3662989}, {'lat': 37.5011627, 'lon': 22.3661855}, {'lat': 37.5011837, 'lon': 22.3660855}, {'lat': 37.5012045, 'lon': 22.3659942}, {'lat': 37.5012352, 'lon': 22.3658849}, {'lat': 37.5012569, 'lon': 22.3658146}, {'lat': 37.5012793, 'lon': 22.3657488}, {'lat': 37.5013084, 'lon': 22.3656734}, {'lat': 37.5013348, 'lon': 22.3656111}, {'lat': 37.5013683, 'lon': 22.3655388}, {'lat': 37.5013991, 'lon': 22.3654721}, {'lat': 37.501439, 'lon': 22.3653916}, {'lat': 37.5014827, 'lon': 22.3653074}, {'lat': 37.5015266, 'lon': 22.3652204}, {'lat': 37.5015845, 'lon': 22.3651031}, {'lat': 37.5016872, 'lon': 22.3649249}, {'lat': 37.5017163, 'lon': 22.3648688}, {'lat': 37.5017358, 'lon': 22.3648314}, {'lat': 37.5017662, 'lon': 22.3647786}, {'lat': 37.5018036, 'lon': 22.3647228}, {'lat': 37.5018471, 'lon': 22.3646718}, {'lat': 37.5019008, 'lon': 22.3646249}, {'lat': 37.5019665, 'lon': 22.3645709}, {'lat': 37.5020406, 'lon': 22.3645173}, {'lat': 37.5021084, 'lon': 22.3644681}, {'lat': 37.502158, 'lon': 22.3644174}, {'lat': 37.5022017, 'lon': 22.3643865}, {'lat': 37.5022278, 'lon': 22.3643716}, {'lat': 37.5022695, 'lon': 22.3643594}, {'lat': 37.502309, 'lon': 22.3643507}, {'lat': 37.5023405, 'lon': 22.3643504}, {'lat': 37.5023999, 'lon': 22.3643593}, {'lat': 37.5024393, 'lon': 22.3643607}, {'lat': 37.502517, 'lon': 22.3643634}, {'lat': 37.5025734, 'lon': 22.3643741}, {'lat': 37.5026145, 'lon': 22.3643931}, {'lat': 37.5026411, 'lon': 22.3643989}, {'lat': 37.5026596, 'lon': 22.3644014}, {'lat': 37.502671, 'lon': 22.3643997}, {'lat': 37.5026819, 'lon': 22.3643962}]"
Στοά Αθανασιάδη,741995583,way,pedestrian,Στοά Αθανασιάδη,"[{'lat': 37.5105684, 'lon': 22.3722872}, {'lat': 37.5106802, 'lon': 22.3722531}, {'lat': 37.5107174, 'lon': 22.3722265}, {'lat': 37.5108024, 'lon': 22.3721216}, {'lat': 37.510987, 'lon': 22.3718917}, {'lat': 37.5110457, 'lon': 22.3718181}, {'lat': 37.5111139, 'lon': 22.3717152}, {'lat': 37.511157, 'lon': 22.3716508}]"
Στριφτομπόλα,31532691,way,residential,Στριφτομπόλα,"[{'lat': 37.5143142, 'lon': 22.3674182}, {'lat': 37.5145956, 'lon': 22.3671354}, {'lat': 37.5149868, 'lon': 22.3668024}, {'lat': 37.5136697, 'lon': 22.3684345}, {'lat': 37.5137013, 'lon': 22.3683304}, {'lat': 37.5137183, 'lon': 22.3682754}, {'lat': 37.513747, 'lon': 22.3681922}, {'lat': 37.513883, 'lon': 22.3679496}, {'lat': 37.5140364, 'lon': 22.3677038}, {'lat': 37.5141481, 'lon': 22.3675512}, {'lat': 37.514264, 'lon': 22.3673869}]"
Συναδινού,376356511,way,residential,Συναδινού,"[{'lat': 37.5148027, 'lon': 22.3802998}, {'lat': 37.5148923, 'lon': 22.3802535}, {'lat': 37.5149415, 'lon': 22.380227}, {'lat': 37.5149884, 'lon': 22.3801891}, {'lat': 37.5151279, 'lon': 22.380054}, {'lat': 37.515368, 'lon': 22.3798192}, {'lat': 37.5156476, 'lon': 22.3795909}]"
Σωκράτους,31533165,way,residential,Σωκράτους,"[{'lat': 37.5044628, 'lon': 22.392932}, {'lat': 37.5049971, 'lon': 22.3931736}, {'lat': 37.5051327, 'lon': 22.393235}, {'lat': 37.5053475, 'lon': 22.393332}, {'lat': 37.5057196, 'lon': 22.3935003}, {'lat': 37.5062443, 'lon': 22.3937376}]"
Σόλωνος,376362116,way,residential,Σόλωνος,"[{'lat': 37.5196801, 'lon': 22.3780515}, {'lat': 37.5194014, 'lon': 22.3779151}, {'lat': 37.519231, 'lon': 22.3778463}, {'lat': 37.5189069, 'lon': 22.3777154}, {'lat': 37.5187567, 'lon': 22.377654}, {'lat': 37.5184343, 'lon': 22.3775224}, {'lat': 37.5183547, 'lon': 22.3774924}, {'lat': 37.5183087, 'lon': 22.3774801}, {'lat': 37.5182755, 'lon': 22.3774781}, {'lat': 37.5178983, 'lon': 22.3774985}, {'lat': 37.5174658, 'lon': 22.3775413}, {'lat': 37.5172982, 'lon': 22.3775503}, {'lat': 37.5171693, 'lon': 22.3775552}]"
Τάσου Σεχιώτη,371542671,way,pedestrian,Τάσου Σεχιώτη,"[{'lat': 37.5113494, 'lon': 22.3736762}, {'lat': 37.5115642, 'lon': 22.3738384}, {'lat': 37.5119088, 'lon': 22.3740886}, {'lat': 37.5119353, 'lon': 22.3741094}, {'lat': 37.512563, 'lon': 22.3746011}, {'lat': 37.5131077, 'lon': 22.3750117}, {'lat': 37.513628, 'lon': 22.3754192}, {'lat': 37.513791, 'lon': 22.3755395}, {'lat': 37.5139546, 'lon': 22.3756568}, {'lat': 37.514245, 'lon': 22.3758519}, {'lat': 37.5143596, 'lon': 22.3759139}, {'lat': 37.5143878, 'lon': 22.3759292}, {'lat': 37.5144197, 'lon': 22.3759495}, {'lat': 37.5131077, 'lon': 22.3750117}, {'lat': 37.5134586, 'lon': 22.3752865}, {'lat': 37.5135385, 'lon': 22.3753491}, {'lat': 37.513628, 'lon': 22.3754192}, {'lat': 37.511023, 'lon': 22.3734281}, {'lat': 37.5111881, 'lon': 22.3735596}, {'lat': 37.5113494, 'lon': 22.3736762}, {'lat': 37.5106978, 'lon': 22.372653}, {'lat': 37.5106994, 'lon': 22.372672}, {'lat': 37.5107168, 'lon': 22.3729718}, {'lat': 37.5107766, 'lon': 22.3731221}, {'lat': 37.5109085, 'lon': 22.3733111}, {'lat': 37.511023, 'lon': 22.3734281}]"
Τέρμα Καλαμών,722416953,way,residential,Τέρμα Καλαμών,"[{'lat': 37.4968733, 'lon': 22.3602721}, {'lat': 37.4968698, 'lon': 22.3603166}, {'lat': 37.4968731, 'lon': 22.3603847}, {'lat': 37.496881, 'lon': 22.3604707}, {'lat': 37.4969008, 'lon': 22.3606338}, {'lat': 37.4969226, 'lon': 22.3608503}, {'lat': 37.4969407, 'lon': 22.3609979}, {'lat': 37.496962, 'lon': 22.3610985}, {'lat': 37.4969686, 'lon': 22.3611471}, {'lat': 37.4969716, 'lon': 22.3611997}, {'lat': 37.4969773, 'lon': 22.3612229}, {'lat': 37.4969874, 'lon': 22.3612364}, {'lat': 37.4970006, 'lon': 22.3612387}, {'lat': 37.4970171, 'lon': 22.3612291}, {'lat': 37.4970409, 'lon': 22.3612098}, {'lat': 37.4970546, 'lon': 22.3612004}, {'lat': 37.4970942, 'lon': 22.3611793}, {'lat': 37.4971362, 'lon': 22.3611562}, {'lat': 37.4971868, 'lon': 22.3611308}, {'lat': 37.4972191, 'lon': 22.3611155}, {'lat': 37.4972591, 'lon': 22.3611013}, {'lat': 37.4972948, 'lon': 22.3610939}, {'lat': 37.4973441, 'lon': 22.3610899}, {'lat': 37.4973954, 'lon': 22.3610825}, {'lat': 37.4974561, 'lon': 22.361074}, {'lat': 37.4975587, 'lon': 22.361055}, {'lat': 37.4975999, 'lon': 22.361051}, {'lat': 37.4976313, 'lon': 22.3610518}, {'lat': 37.4976628, 'lon': 22.3610603}, {'lat': 37.4976837, 'lon': 22.3610762}, {'lat': 37.4977026, 'lon': 22.3611035}, {'lat': 37.4977266, 'lon': 22.3611555}, {'lat': 37.4977514, 'lon': 22.3612129}, {'lat': 37.4977887, 'lon': 22.3612949}, {'lat': 37.4978515, 'lon': 22.3614498}, {'lat': 37.4978935, 'lon': 22.3615551}, {'lat': 37.4979026, 'lon': 22.3615913}, {'lat': 37.4979079, 'lon': 22.3616376}, {'lat': 37.497902, 'lon': 22.3616704}, {'lat': 37.4978919, 'lon': 22.3616999}, {'lat': 37.4978807, 'lon': 22.3617247}, {'lat': 37.4978706, 'lon': 22.3617402}, {'lat': 37.4978568, 'lon': 22.3617636}, {'lat': 37.4978478, 'lon': 22.3617838}, {'lat': 37.4978419, 'lon': 22.3618052}, {'lat': 37.4978403, 'lon': 22.361832}, {'lat': 37.4978414, 'lon': 22.3618763}, {'lat': 37.4978488, 'lon': 22.3619018}, {'lat': 37.4979266, 'lon': 22.3601838}, {'lat': 37.4979124, 'lon': 22.3601953}, {'lat': 37.4978995, 'lon': 22.3602046}, {'lat': 37.4978847, 'lon': 22.3602105}, {'lat': 37.4978661, 'lon': 22.360214}, {'lat': 37.4978532, 'lon': 22.3602151}, {'lat': 37.4978226, 'lon': 22.3602128}, {'lat': 37.4977733, 'lon': 22.3602046}, {'lat': 37.4977015, 'lon': 22.3601945}, {'lat': 37.4975996, 'lon': 22.3601927}, {'lat': 37.4975069, 'lon': 22.3601952}, {'lat': 37.4974434, 'lon': 22.3601979}, {'lat': 37.4973974, 'lon': 22.3602024}, {'lat': 37.4973655, 'lon': 22.3602084}, {'lat': 37.4973332, 'lon': 22.360221}, {'lat': 37.4972879, 'lon': 22.3602454}, {'lat': 37.4972352, 'lon': 22.3602705}, {'lat': 37.4971851, 'lon': 22.3602893}, {'lat': 37.4971533, 'lon': 22.3602968}, {'lat': 37.497121, 'lon': 22.3603002}, {'lat': 37.497097, 'lon': 22.3603036}, {'lat': 37.4970512, 'lon': 22.3603011}, {'lat': 37.4970018, 'lon': 22.3602961}, {'lat': 37.4969461, 'lon': 22.3602886}, {'lat': 37.4969014, 'lon': 22.3602795}, {'lat': 37.4968733, 'lon': 22.3602721}]"
Τήλεφου,376231519,way,residential,Τήλεφου,"[{'lat': 37.5064685, 'lon': 22.3744717}, {'lat': 37.5064761, 'lon': 22.3745169}, {'lat': 37.506497, 'lon': 22.3746094}, {'lat': 37.5065215, 'lon': 22.3746778}, {'lat': 37.5067566, 'lon': 22.3754852}, {'lat': 37.5069769, 'lon': 22.3763823}]"
Ταΰγέτου,376651531,way,residential,Ταΰγέτου,"[{'lat': 37.5061513, 'lon': 22.3701878}, {'lat': 37.5057672, 'lon': 22.369823}, {'lat': 37.5056878, 'lon': 22.3697816}]"
Ταξιαρχών,1012800772,way,tertiary,Ταξιαρχών,"[{'lat': 37.5104212, 'lon': 22.3687831}, {'lat': 37.5104066, 'lon': 22.3688751}, {'lat': 37.5103786, 'lon': 22.3690096}, {'lat': 37.5103437, 'lon': 22.3691327}, {'lat': 37.5102085, 'lon': 22.3696155}, {'lat': 37.5099333, 'lon': 22.3705418}, {'lat': 37.5099239, 'lon': 22.3705964}, {'lat': 37.5099239, 'lon': 22.3705964}, {'lat': 37.5099291, 'lon': 22.3707039}, {'lat': 37.5099372, 'lon': 22.3711664}, {'lat': 37.5099384, 'lon': 22.371367}, {'lat': 37.509937, 'lon': 22.3713978}, {'lat': 37.5099355, 'lon': 22.3714302}, {'lat': 37.5099315, 'lon': 22.3714594}, {'lat': 37.5099235, 'lon': 22.3714976}, {'lat': 37.509918, 'lon': 22.3715161}, {'lat': 37.5099098, 'lon': 22.3715395}, {'lat': 37.5099002, 'lon': 22.371562}, {'lat': 37.509892, 'lon': 22.371576}, {'lat': 37.5098819, 'lon': 22.3715894}, {'lat': 37.5098672, 'lon': 22.3716051}, {'lat': 37.5098456, 'lon': 22.371624}, {'lat': 37.5097771, 'lon': 22.3716737}, {'lat': 37.5095165, 'lon': 22.3718704}, {'lat': 37.5104212, 'lon': 22.3687831}, {'lat': 37.5104311, 'lon': 22.3687181}, {'lat': 37.5104358, 'lon': 22.368654}, {'lat': 37.5104321, 'lon': 22.3685933}, {'lat': 37.5103373, 'lon': 22.3677573}, {'lat': 37.5102955, 'lon': 22.367479}, {'lat': 37.5102456, 'lon': 22.3671633}, {'lat': 37.5102137, 'lon': 22.3669349}, {'lat': 37.5101867, 'lon': 22.3667584}, {'lat': 37.5101717, 'lon': 22.3666346}, {'lat': 37.5100707, 'lon': 22.3658007}, {'lat': 37.5100475, 'lon': 22.3655622}, {'lat': 37.5099743, 'lon': 22.3649857}, {'lat': 37.5099099, 'lon': 22.3644586}, {'lat': 37.5099056, 'lon': 22.364413}, {'lat': 37.5098776, 'lon': 22.3638316}, {'lat': 37.509822, 'lon': 22.3631809}, {'lat': 37.5098133, 'lon': 22.3630867}, {'lat': 37.5098066, 'lon': 22.3630032}, {'lat': 37.5098005, 'lon': 22.3628989}, {'lat': 37.5097957, 'lon': 22.3627784}, {'lat': 37.5097945, 'lon': 22.362714}, {'lat': 37.509794, 'lon': 22.3626496}, {'lat': 37.5097944, 'lon': 22.3625784}, {'lat': 37.5097957, 'lon': 22.3625072}, {'lat': 37.5097999, 'lon': 22.3623917}, {'lat': 37.5098053, 'lon': 22.3622748}, {'lat': 37.5098104, 'lon': 22.3621856}, {'lat': 37.5098145, 'lon': 22.3621127}, {'lat': 37.50982, 'lon': 22.3620372}, {'lat': 37.5098289, 'lon': 22.3619595}, {'lat': 37.509861, 'lon': 22.3617509}, {'lat': 37.5098748, 'lon': 22.3615256}, {'lat': 37.5098758, 'lon': 22.3613003}, {'lat': 37.5098727, 'lon': 22.3610689}, {'lat': 37.5098769, 'lon': 22.3609114}, {'lat': 37.5098849, 'lon': 22.3608041}, {'lat': 37.509895, 'lon': 22.360735}, {'lat': 37.5099078, 'lon': 22.3606304}, {'lat': 37.5099668, 'lon': 22.3603099}, {'lat': 37.5099982, 'lon': 22.3601731}, {'lat': 37.5100208, 'lon': 22.3600413}, {'lat': 37.5100413, 'lon': 22.3598767}, {'lat': 37.5101178, 'lon': 22.3591363}, {'lat': 37.5101791, 'lon': 22.358357}, {'lat': 37.5101889, 'lon': 22.3582796}, {'lat': 37.5102007, 'lon': 22.3582024}, {'lat': 37.5104302, 'lon': 22.3573953}, {'lat': 37.5104567, 'lon': 22.3572931}, {'lat': 37.5104742, 'lon': 22.3572193}, {'lat': 37.5104999, 'lon': 22.3570616}, {'lat': 37.5105885, 'lon': 22.3563786}, {'lat': 37.5106668, 'lon': 22.3557005}, {'lat': 37.5107051, 'lon': 22.3554584}, {'lat': 37.5107338, 'lon': 22.3553652}, {'lat': 37.5107748, 'lon': 22.3552667}, {'lat': 37.5108195, 'lon': 22.3551768}, {'lat': 37.5108519, 'lon': 22.3551205}, {'lat': 37.5108937, 'lon': 22.3550537}]"
